# 韩国人名用汉字
# https://github.com/rutopio/Korean-Name-Hanja-Charset
# 由于发音等不同，汉字（hanja）存在重复。
# 
# hanja	unicode	hangul	consonant

凋	U+51CB	조	ㅈ
凌	U+51CC	능	ㄴ
凌	U+51CC	릉	ㄹ
凍	U+51CD	동	ㄷ
凑	U+51D1	주	ㅈ
凒	U+51D2	의	ㅇ
凔	U+51D4	창	ㅊ
凖	U+51D6	준	ㅈ
凛	U+51DB	늠	ㄴ
凛	U+51DB	름	ㄹ
凜	U+51DC	늠	ㄴ
凜	U+51DC	름	ㄹ
凝	U+51DD	응	ㅇ
凞	U+51DE	희	ㅎ
几	U+51E0	궤	ㄱ
凡	U+51E1	범	ㅂ
処	U+51E6	처	ㅊ
凭	U+51ED	빙	ㅂ
凰	U+51F0	황	ㅎ
凱	U+51F1	개	ㄱ
凳	U+51F3	등	ㄷ
凶	U+51F6	흉	ㅎ
凸	U+51F8	철	ㅊ
凹	U+51F9	요	ㅇ
出	U+51FA	출	ㅊ
函	U+51FD	함	ㅎ
刀	U+5200	도	ㄷ
刁	U+5201	조	ㅈ
刃	U+5203	인	ㅇ
分	U+5206	분	ㅂ
切	U+5207	절	ㅈ
切	U+5207	체	ㅊ
刈	U+5208	예	ㅇ
刊	U+520A	간	ㄱ
刎	U+520E	문	ㅁ
刑	U+5211	형	ㅎ
刓	U+5213	완	ㅇ
刖	U+5216	월	ㅇ
列	U+5217	렬	ㄹ
列	U+5217	열	ㅇ
初	U+521D	초	ㅊ
判	U+5224	판	ㅍ
別	U+5225	별	ㅂ
刦	U+5226	겁	ㄱ
刧	U+5227	겁	ㄱ
利	U+5229	리	ㄹ
利	U+5229	이	ㅇ
刪	U+522A	산	ㅅ
刮	U+522E	괄	ㄱ
到	U+5230	도	ㄷ
刱	U+5231	창	ㅊ
刲	U+5232	규	ㄱ
刳	U+5233	고	ㄱ
制	U+5236	제	ㅈ
刷	U+5237	쇄	ㅅ
券	U+5238	권	ㄱ
刹	U+5239	찰	ㅊ
刺	U+523A	자	ㅈ
刺	U+523A	척	ㅊ
刻	U+523B	각	ㄱ
剃	U+5243	체	ㅊ
剄	U+5244	경	ㄱ
剆	U+5246	나	
剆	U+5246	라	
則	U+5247	칙	ㅊ
剉	U+5249	좌	ㅈ
削	U+524A	삭	ㅅ
剋	U+524B	극	ㄱ
剌	U+524C	날	ㄴ
剌	U+524C	랄	ㄹ
前	U+524D	전	ㅈ
剔	U+5254	척	ㅊ
剕	U+5255	비	ㅂ
剖	U+5256	부	ㅂ
剗	U+5257	잔	ㅈ
剘	U+5258	기	ㄱ
剚	U+525A	사	ㅅ
剛	U+525B	강	ㄱ
剝	U+525D	박	ㅂ
剞	U+525E	기	ㄱ
剟	U+525F	철	ㅊ
剠	U+5260	경	ㄱ
剡	U+5261	섬	ㅅ
剩	U+5269	잉	ㅇ
剪	U+526A	전	ㅈ
剬	U+526C	단	ㄷ
副	U+526F	부	ㅂ
割	U+5272	할	ㅎ
剴	U+5274	개	ㄱ
創	U+5275	창	ㅊ
剷	U+5277	산	ㅅ
剺	U+527A	리	ㄹ
剺	U+527A	이	ㅇ
剽	U+527D	표	ㅍ
剿	U+527F	초	ㅊ
劂	U+5282	궤	ㄱ
劃	U+5283	획	ㅎ
劇	U+5287	극	ㄱ
劈	U+5288	벽	ㅂ
劉	U+5289	류	ㄹ
劉	U+5289	유	ㅇ
劍	U+528D	검	ㄱ
劑	U+5291	제	ㅈ
劒	U+5292	검	ㄱ
劓	U+5293	의	ㅇ
劗	U+5297	찬	ㅊ
劘	U+5298	마	ㅁ
力	U+529B	력	ㄹ
力	U+529B	역	ㅇ
功	U+529F	공	ㄱ
加	U+52A0	가	ㄱ
劣	U+52A3	렬	ㄹ
劣	U+52A3	열	ㅇ
劤	U+52A4	근	ㄱ
劦	U+52A6	협	ㅎ
劧	U+52A7	지	ㅈ
助	U+52A9	조	ㅈ
努	U+52AA	노	ㄴ
劫	U+52AB	겁	ㄱ
劬	U+52AC	구	ㄱ
劭	U+52AD	소	ㅅ
劮	U+52AE	일	ㅇ
劵	U+52B5	권	ㄱ
効	U+52B9	효	ㅎ
劾	U+52BE	핵	ㅎ
勁	U+52C1	경	ㄱ
勃	U+52C3	발	ㅂ
勅	U+52C5	칙	ㅊ
勇	U+52C7	용	ㅇ
勉	U+52C9	면	ㅁ
勌	U+52CC	권	ㄱ
勍	U+52CD	경	ㄱ
勒	U+52D2	늑	ㄴ
勒	U+52D2	륵	ㄹ
勓	U+52D3	개	ㄱ
動	U+52D5	동	ㄷ
勖	U+52D6	욱	ㅇ
勘	U+52D8	감	ㄱ
務	U+52D9	무	ㅁ
勛	U+52DB	훈	ㅎ
勝	U+52DD	승	ㅅ
勞	U+52DE	노	ㄴ
勞	U+52DE	로	ㄹ
募	U+52DF	모	ㅁ
勠	U+52E0	륙	ㄹ
勠	U+52E0	육	ㅇ
勡	U+52E1	표	ㅍ
勢	U+52E2	세	ㅅ
勣	U+52E3	적	ㅈ
勤	U+52E4	근	ㄱ
勦	U+52E6	초	ㅊ
勩	U+52E9	예	ㅇ
勫	U+52EB	번	ㅂ
勭	U+52ED	동	ㄷ
勱	U+52F1	매	ㅁ
勲	U+52F2	훈	ㅎ
勳	U+52F3	훈	ㅎ
勴	U+52F4	려	ㄹ
勵	U+52F5	려	ㄹ
勵	U+52F5	여	ㅇ
勸	U+52F8	권	ㄱ
勺	U+52FA	작	ㅈ
勻	U+52FB	균	ㄱ
勻	U+52FB	윤	ㅇ
勼	U+52FC	구	ㄱ
勾	U+52FE	구	ㄱ
勿	U+52FF	물	ㅁ
匀	U+5300	균	ㄱ
匀	U+5300	윤	ㅇ
匃	U+5303	개	ㄱ
包	U+5305	포	ㅍ
匈	U+5308	흉	ㅎ
匉	U+5309	평	ㅍ
匊	U+530A	국	ㄱ
匌	U+530C	합	ㅎ
匍	U+530D	포	ㅍ
匏	U+530F	포	ㅍ
匐	U+5310	복	ㅂ
匕	U+5315	비	ㅂ
化	U+5316	화	ㅎ
北	U+5317	배	ㅂ
北	U+5317	북	ㅂ
匙	U+5319	시	ㅅ
匠	U+5320	장	ㅈ
匡	U+5321	광	ㄱ
匣	U+5323	갑	ㄱ
匧	U+5327	협	ㅎ
匪	U+532A	비	ㅂ
匯	U+532F	회	ㅎ
匱	U+5331	궤	ㄱ
匶	U+5336	구	ㄱ
匸	U+5338	혜	ㅎ
匹	U+5339	필	ㅍ
医	U+533B	예	ㅇ
医	U+533B	의	ㅇ
匽	U+533D	언	ㅇ
匾	U+533E	편	ㅍ
匿	U+533F	닉	ㄴ
匿	U+533F	익	ㅇ
區	U+5340	구	ㄱ
十	U+5341	십	ㅅ
千	U+5343	천	ㅊ
卄	U+5344	입	ㅇ
卅	U+5345	삽	ㅅ
升	U+5347	승	ㅅ
午	U+5348	오	ㅇ
卉	U+5349	훼	ㅎ
半	U+534A	반	ㅂ
卍	U+534D	만	ㅁ
卑	U+5351	비	ㅂ
卒	U+5352	졸	ㅈ
卓	U+5353	탁	ㅌ
協	U+5354	협	ㅎ
南	U+5357	남	ㄴ
卙	U+5359	집	ㅈ
博	U+535A	박	ㅂ
卜	U+535C	복	ㅂ
卞	U+535E	변	ㅂ
占	U+5360	점	ㅈ
卡	U+5361	잡	ㅈ
卦	U+5366	괘	ㄱ
卨	U+5368	설	ㅅ
卬	U+536C	앙	ㅇ
卮	U+536E	치	ㅊ
卯	U+536F	묘	ㅁ
印	U+5370	인	ㅇ
危	U+5371	위	ㅇ
卲	U+5372	소	ㅅ
即	U+5373	즉	ㅈ
却	U+5374	각	ㄱ
卵	U+5375	난	ㄴ
卵	U+5375	란	ㄹ
卶	U+5376	치	ㅊ
卷	U+5377	권	ㄱ
卸	U+5378	사	ㅅ
卹	U+5379	휼	ㅎ
卻	U+537B	각	ㄱ
卽	U+537D	즉	ㅈ
卿	U+537F	경	ㄱ
厄	U+5384	액	ㅇ
厎	U+538E	지	ㅈ
厓	U+5393	애	ㅇ
厖	U+5396	방	ㅂ
厘	U+5398	리	ㄹ
厘	U+5398	이	ㅇ
厚	U+539A	후	ㅎ
厝	U+539D	조	ㅈ
原	U+539F	원	ㅇ
厠	U+53A0	측	ㅊ
厥	U+53A5	궐	ㄱ
厦	U+53A6	하	ㅎ
厭	U+53AD	염	ㅇ
厮	U+53AE	시	ㅅ
厲	U+53B2	려	ㄹ
厲	U+53B2	여	ㅇ
厳	U+53B3	엄	ㅇ
厹	U+53B9	구	ㄱ
去	U+53BB	거	ㄱ
參	U+53C3	삼	ㅅ
參	U+53C3	참	ㅊ
又	U+53C8	우	ㅇ
叉	U+53C9	차	ㅊ
及	U+53CA	급	ㄱ
友	U+53CB	우	ㅇ
双	U+53CC	쌍	ㅅ
反	U+53CD	반	ㅂ
叔	U+53D4	숙	ㅅ
取	U+53D6	취	ㅊ
受	U+53D7	수	ㅅ
叙	U+53D9	서	ㅅ
叛	U+53DB	반	ㅂ
叟	U+53DF	수	ㅅ
叡	U+53E1	예	ㅇ
叢	U+53E2	총	ㅊ
口	U+53E3	구	ㄱ
古	U+53E4	고	ㄱ
句	U+53E5	구	ㄱ
句	U+53E5	귀	ㄱ
另	U+53E6	령	ㄹ
另	U+53E6	영	ㅇ
叨	U+53E8	도	ㄷ
叩	U+53E9	고	ㄱ
只	U+53EA	지	ㅈ
叫	U+53EB	규	ㄱ
召	U+53EC	소	ㅅ
叭	U+53ED	팔	ㅍ
叮	U+53EE	정	ㅈ
可	U+53EF	가	ㄱ
台	U+53F0	태	ㅌ
叱	U+53F1	질	ㅈ
史	U+53F2	사	ㅅ
右	U+53F3	우	ㅇ
叴	U+53F4	구	ㄱ
叵	U+53F5	파	ㅍ
叶	U+53F6	협	ㅎ
号	U+53F7	호	ㅎ
司	U+53F8	사	ㅅ
吁	U+5401	우	ㅇ
吃	U+5403	흘	ㅎ
各	U+5404	각	ㄱ
合	U+5408	합	ㅎ
吉	U+5409	길	ㄱ
吊	U+540A	적	ㅈ
吋	U+540B	촌	ㅊ
同	U+540C	동	ㄷ
名	U+540D	명	ㅁ
后	U+540E	후	ㅎ
吏	U+540F	리	ㄹ
吏	U+540F	이	ㅇ
吐	U+5410	토	ㅌ
向	U+5411	향	ㅎ
吘	U+5418	우	ㅇ
君	U+541B	군	ㄱ
吝	U+541D	린	ㄹ
吝	U+541D	인	ㅇ
吟	U+541F	음	ㅇ
吠	U+5420	폐	ㅍ
否	U+5426	부	ㅂ
吩	U+5429	분	ㅂ
吪	U+542A	와	ㅇ
含	U+542B	함	ㅎ
听	U+542C	은	ㅇ
吮	U+542E	전	ㅈ
吱	U+5431	지	ㅈ
吳	U+5433	오	ㅇ
吶	U+5436	눌	ㄴ
吸	U+5438	흡	ㅎ
吹	U+5439	취	ㅊ
吻	U+543B	문	ㅁ
吼	U+543C	후	ㅎ
吽	U+543D	후	ㅎ
吾	U+543E	오	ㅇ
呀	U+5440	하	ㅎ
呂	U+5442	려	ㄹ
呂	U+5442	여	ㅇ
呆	U+5446	매	ㅁ
呇	U+5447	계	ㄱ
呈	U+5448	정	ㅈ
告	U+544A	고	ㄱ
呏	U+544F	승	ㅅ
呑	U+5451	탄	ㅌ
呝	U+545D	액	ㅇ
呟	U+545F	현	ㅎ
呢	U+5462	니	ㄴ
呢	U+5462	이	ㅇ
呤	U+5464	령	ㄹ
呤	U+5464	영	ㅇ
呦	U+5466	유	ㅇ
周	U+5468	주	ㅈ
呪	U+546A	주	ㅈ
呫	U+546B	첩	ㅊ
呭	U+546D	예	ㅇ
呰	U+5470	자	ㅈ
呱	U+5471	고	ㄱ
味	U+5473	미	ㅁ
呵	U+5475	가	ㄱ
呶	U+5476	노	ㄴ
呻	U+547B	신	ㅅ
呼	U+547C	호	ㅎ
命	U+547D	명	ㅁ
呿	U+547F	거	ㄱ
咀	U+5480	저	ㅈ
咄	U+5484	돌	ㄷ
咆	U+5486	포	ㅍ
咇	U+5487	필	ㅍ
咋	U+548B	사	ㅅ
和	U+548C	화	ㅎ
咍	U+548D	해	ㅎ
咎	U+548E	구	ㄱ
咏	U+548F	영	ㅇ
咐	U+5490	부	ㅂ
咠	U+54A0	집	ㅈ
咢	U+54A2	악	ㅇ
咣	U+54A3	굉	ㄱ
咤	U+54A4	타	ㅌ
咥	U+54A5	희	ㅎ
咨	U+54A8	자	ㅈ
咪	U+54AA	미	ㅁ
咫	U+54AB	지	ㅈ
咬	U+54AC	교	ㄱ
咭	U+54AD	길	ㄱ
咮	U+54AE	주	ㅈ
咯	U+54AF	각	ㄱ
咲	U+54B2	소	ㅅ
咳	U+54B3	해	ㅎ
咸	U+54B8	함	ㅎ
咻	U+54BB	휴	ㅎ
咼	U+54BC	괘	ㄱ
咽	U+54BD	열	ㅇ
咽	U+54BD	인	ㅇ
咿	U+54BF	이	ㅇ
哀	U+54C0	애	ㅇ
品	U+54C1	품	ㅍ
哂	U+54C2	신	ㅅ
哃	U+54C3	동	ㄷ
哄	U+54C4	홍	ㅎ
哆	U+54C6	치	ㅊ
哇	U+54C7	와	ㅇ
哈	U+54C8	합	ㅎ
哉	U+54C9	재	ㅈ
哠	U+54E0	호	ㅎ
員	U+54E1	운	ㅇ
員	U+54E1	원	ㅇ
哥	U+54E5	가	ㄱ
哦	U+54E6	아	ㅇ
哨	U+54E8	초	ㅊ
哩	U+54E9	리	ㄹ
哩	U+54E9	이	ㅇ
哪	U+54EA	나	ㄴ
哬	U+54EC	하	ㅎ
哭	U+54ED	곡	ㄱ
哮	U+54EE	효	ㅎ
哱	U+54F1	발	ㅂ
哲	U+54F2	철	ㅊ
哺	U+54FA	포	ㅍ
哽	U+54FD	경	ㄱ
哿	U+54FF	가	ㄱ
唄	U+5504	패	ㅍ
唆	U+5506	사	ㅅ
唇	U+5507	진	ㅈ
唉	U+5509	애	ㅇ
唍	U+550D	완	ㅇ
唎	U+550E	리	ㄹ
唎	U+550E	이	ㅇ
唏	U+550F	희	ㅎ
唐	U+5510	당	ㄷ
唔	U+5514	오	ㅇ
唜	U+551C	말	ㅁ
唪	U+552A	봉	ㅂ
唫	U+552B	금	ㄱ
唬	U+552C	호	ㅎ
售	U+552E	수	ㅅ
唯	U+552F	유	ㅇ
唱	U+5531	창	ㅊ
唳	U+5533	려	ㄹ
唳	U+5533	여	ㅇ
唵	U+5535	암	ㅇ
唹	U+5539	어	ㅇ
唻	U+553B	내	ㄴ
唻	U+553B	래	ㄹ
唼	U+553C	삽	ㅅ
唾	U+553E	타	ㅌ
啀	U+5540	애	ㅇ
啁	U+5541	조	
啁	U+5541	주	
啂	U+5542	누	ㄴ
啄	U+5544	탁	ㅌ
商	U+5546	상	ㅅ
啇	U+5547	적	ㅈ
啊	U+554A	아	ㅇ
啎	U+554E	오	ㅇ
問	U+554F	문	ㅁ
啓	U+5553	계	ㄱ
啖	U+5556	담	ㄷ
啗	U+5557	담	ㄷ
啜	U+555C	철	ㅊ
啞	U+555E	아	ㅇ
啣	U+5563	함	ㅎ
啻	U+557B	시	ㅅ
啼	U+557C	제	ㅈ
啽	U+557D	암	ㅇ
啾	U+557E	추	ㅊ
啿	U+557F	담	ㄷ
喀	U+5580	객	ㄱ
喁	U+5581	옹	ㅇ
喃	U+5583	남	ㄴ
善	U+5584	선	ㅅ
喆	U+5586	철	ㅊ
喇	U+5587	나	ㄴ
喇	U+5587	라	ㄹ
喉	U+5589	후	ㅎ
喊	U+558A	함	ㅎ
喋	U+558B	첩	ㅊ
喑	U+5591	음	ㅇ
喓	U+5593	요	ㅇ
喔	U+5594	악	ㅇ
喘	U+5598	천	ㅊ
喙	U+5599	훼	ㅎ
喚	U+559A	환	ㅎ
喜	U+559C	희	ㅎ
喝	U+559D	갈	ㄱ
喞	U+559E	즉	ㅈ
喟	U+559F	위	ㅇ
喣	U+55A3	후	ㅎ
喤	U+55A4	황	ㅎ
喧	U+55A7	훤	ㅎ
喨	U+55A8	량	ㄹ
喨	U+55A8	양	ㅇ
喩	U+55A9	유	ㅇ
喪	U+55AA	상	ㅅ
喫	U+55AB	끽	ㄱ
喬	U+55AC	교	ㄱ
單	U+55AE	단	ㄷ
嗂	U+55C2	요	ㅇ
嗃	U+55C3	학	ㅎ
嗅	U+55C5	후	ㅎ
嗇	U+55C7	색	ㅅ
嗉	U+55C9	소	ㅅ
嗑	U+55D1	합	ㅎ
嗔	U+55D4	진	ㅈ
嗙	U+55D9	방	ㅂ
嗚	U+55DA	오	ㅇ
嗛	U+55DB	겸	ㄱ
嗜	U+55DC	기	ㄱ
嗟	U+55DF	차	ㅊ
嗠	U+55E0	낙	ㄴ
嗠	U+55E0	락	ㄹ
嗢	U+55E2	올	ㅇ
嗣	U+55E3	사	ㅅ
嗤	U+55E4	치	ㅊ
嗷	U+55F7	오	ㅇ
嗽	U+55FD	수	ㅅ
嗾	U+55FE	주	ㅈ
嗿	U+55FF	탐	ㅌ
嘄	U+5604	교	ㄱ
嘆	U+5606	탄	ㅌ
嘈	U+5608	조	ㅈ
嘉	U+5609	가	ㄱ
嘌	U+560C	표	ㅍ
嘍	U+560D	누	ㄴ
嘍	U+560D	루	ㄹ
嘎	U+560E	알	ㅇ
嘏	U+560F	가	ㄱ
嘏	U+560F	하	ㅎ
嘐	U+5610	교	ㄱ
嘒	U+5612	혜	ㅎ
嘔	U+5614	구	ㄱ
嘕	U+5615	언	ㅇ
嘖	U+5616	책	ㅊ
嘗	U+5617	상	ㅅ
嘟	U+561F	도	ㄷ
嘩	U+5629	화	ㅎ
嘬	U+562C	최	ㅊ
嘯	U+562F	소	ㅅ
嘲	U+5632	조	ㅈ
嘴	U+5634	취	ㅊ
嘵	U+5635	효	ㅎ
嘶	U+5636	시	ㅅ
嘷	U+5637	호	ㅎ
嘸	U+5638	무	ㅁ
嘹	U+5639	료	ㄹ
嘹	U+5639	요	ㅇ
嘻	U+563B	희	ㅎ
嘾	U+563E	담	ㄷ
嘿	U+563F	묵	ㅁ
噁	U+5641	오	ㅇ
噉	U+5649	담	ㄷ
噋	U+564B	톤	ㅌ
噍	U+564D	초	ㅊ
噎	U+564E	열	ㅇ
噏	U+564F	흡	ㅎ
噓	U+5653	허	ㅎ
噤	U+5664	금	ㄱ
噥	U+5665	농	ㄴ
器	U+5668	기	ㄱ
噩	U+5669	악	ㅇ
噪	U+566A	조	ㅈ
噫	U+566B	희	ㅎ
噬	U+566C	서	ㅅ
噭	U+566D	교	ㄱ
噯	U+566F	애	ㅇ
噲	U+5672	쾌	ㅋ
噴	U+5674	분	ㅂ
噵	U+5675	도	ㄷ
噶	U+5676	갈	ㄱ
噾	U+567E	음	ㅇ
嚀	U+5680	녕	ㄴ
嚀	U+5680	영	ㅇ
嚄	U+5684	획	ㅎ
嚆	U+5686	효	ㅎ
嚇	U+5687	하	ㅎ
嚇	U+5687	혁	ㅎ
嚎	U+568E	호	ㅎ
嚙	U+5699	교	ㄱ
嚚	U+569A	은	ㅇ
嚥	U+56A5	연	ㅇ
嚧	U+56A7	노	ㄴ
嚧	U+56A7	로	ㄹ
嚫	U+56AB	친	ㅊ
嚬	U+56AC	빈	ㅂ
嚭	U+56AD	비	ㅂ
嚮	U+56AE	향	ㅎ
嚳	U+56B3	곡	ㄱ
嚴	U+56B4	엄	ㅇ
嚶	U+56B6	앵	ㅇ
嚼	U+56BC	작	ㅈ
囀	U+56C0	전	ㅈ
囁	U+56C1	섭	ㅅ
囂	U+56C2	효	ㅎ
囃	U+56C3	잡	ㅈ
囈	U+56C8	예	ㅇ
囉	U+56C9	나	ㄴ
囉	U+56C9	라	ㄹ
囊	U+56CA	낭	ㄴ
囍	U+56CD	희	ㅎ
囑	U+56D1	촉	ㅊ
囚	U+56DA	수	ㅅ
四	U+56DB	사	ㅅ
囝	U+56DD	건	ㄱ
回	U+56DE	회	ㅎ
囟	U+56DF	신	ㅅ
因	U+56E0	인	ㅇ
囦	U+56E6	연	ㅇ
囧	U+56E7	경	ㄱ
囫	U+56EB	홀	ㅎ
囮	U+56EE	와	ㅇ
困	U+56F0	곤	ㄱ
囷	U+56F7	균	ㄱ
囹	U+56F9	령	ㄹ
囹	U+56F9	영	ㅇ
固	U+56FA	고	ㄱ
国	U+56FD	국	ㄱ
囿	U+56FF	유	ㅇ
圁	U+5701	은	ㅇ
圂	U+5702	혼	ㅎ
圃	U+5703	포	ㅍ
圄	U+5704	어	ㅇ
圇	U+5707	륜	ㄹ
圇	U+5707	윤	ㅇ
圈	U+5708	권	ㄱ
圉	U+5709	어	ㅇ
圊	U+570A	청	ㅊ
國	U+570B	국	ㄱ
圍	U+570D	위	ㅇ
園	U+5712	원	ㅇ
圓	U+5713	원	ㅇ
圖	U+5716	도	ㄷ
團	U+5718	단	ㄷ
圜	U+571C	환	ㅎ
圝	U+571D	란	ㄹ
土	U+571F	토	ㅌ
圢	U+5722	정	ㅈ
在	U+5728	재	ㅈ
圩	U+5729	우	ㅇ
圪	U+572A	을	ㅇ
圬	U+572C	오	ㅇ
圭	U+572D	규	ㄱ
圮	U+572E	비	ㅂ
地	U+5730	지	ㅈ
圳	U+5733	수	ㅅ
圴	U+5734	작	ㅈ
圻	U+573B	기	ㄱ
圻	U+573B	은	ㅇ
圾	U+573E	급	ㄱ
址	U+5740	지	ㅈ
坁	U+5741	지	ㅈ
坂	U+5742	판	ㅍ
均	U+5747	균	ㄱ
均	U+5747	연	ㅇ
坊	U+574A	방	ㅂ
坋	U+574B	분	ㅂ
坌	U+574C	분	ㅂ
坍	U+574D	담	ㄷ
坎	U+574E	감	ㄱ
坏	U+574F	배	ㅂ
坐	U+5750	좌	ㅈ
坑	U+5751	갱	ㄱ
坡	U+5761	파	ㅍ
坤	U+5764	곤	ㄱ
坦	U+5766	탄	ㅌ
坧	U+5767	척	ㅊ
坨	U+5768	타	ㅌ
坩	U+5769	감	ㄱ
坪	U+576A	평	ㅍ
坫	U+576B	점	ㅈ
坮	U+576E	대	ㄷ
坰	U+5770	경	ㄱ
坱	U+5771	앙	ㅇ
坳	U+5773	요	ㅇ
坵	U+5775	구	ㄱ
坶	U+5776	목	ㅁ
坷	U+5777	가	ㄱ
坸	U+5778	구	ㄱ
坻	U+577B	지	ㅈ
坼	U+577C	탁	ㅌ
坽	U+577D	령	
坽	U+577D	영	
垀	U+5780	호	ㅎ
垂	U+5782	수	ㅅ
垈	U+5788	대	ㄷ
型	U+578B	형	ㅎ
垌	U+578C	동	ㄷ
垓	U+5793	해	ㅎ
垕	U+5795	후	ㅎ
垘	U+5798	복	ㅂ
垙	U+5799	광	ㄱ
垚	U+579A	요	ㅇ
垞	U+579E	택	ㅌ
垠	U+57A0	은	ㅇ
垢	U+57A2	구	ㄱ
垣	U+57A3	원	ㅇ
垤	U+57A4	질	ㅈ
垶	U+57B6	성	ㅅ
垸	U+57B8	완	ㅇ
垽	U+57BD	은	ㅇ
埂	U+57C2	경	ㄱ
埃	U+57C3	애	ㅇ
埆	U+57C6	각	ㄱ
埇	U+57C7	용	ㅇ
埈	U+57C8	준	ㅈ
埉	U+57C9	협	ㅎ
埋	U+57CB	매	ㅁ
埍	U+57CD	현	ㅎ
城	U+57CE	성	ㅅ
埏	U+57CF	연	ㅇ
埑	U+57D1	철	ㅊ
埒	U+57D2	날	ㄴ
埒	U+57D2	랄	ㄹ
埜	U+57DC	야	ㅇ
域	U+57DF	역	ㅇ
埠	U+57E0	부	ㅂ
埤	U+57E4	비	ㅂ
埩	U+57E9	정	ㅈ
埭	U+57ED	태	ㅌ
埮	U+57EE	담	ㄷ
埰	U+57F0	채	ㅊ
埱	U+57F1	숙	ㅅ
埳	U+57F3	감	ㄱ
埴	U+57F4	식	ㅅ
埶	U+57F6	예	ㅇ
執	U+57F7	집	ㅈ
培	U+57F9	배	ㅂ
基	U+57FA	기	ㄱ
埻	U+57FB	준	ㅈ
埼	U+57FC	기	ㄱ
埽	U+57FD	소	ㅅ
埾	U+57FE	추	ㅊ
堀	U+5800	굴	ㄱ
堂	U+5802	당	ㄷ
堃	U+5803	곤	ㄱ
堄	U+5804	예	ㅇ
堅	U+5805	견	ㄱ
堆	U+5806	퇴	ㅌ
堇	U+5807	근	ㄱ
堈	U+5808	강	ㄱ
堉	U+5809	육	ㅇ
堊	U+580A	악	ㅇ
堋	U+580B	붕	ㅂ
堗	U+5817	돌	ㄷ
堙	U+5819	인	ㅇ
堜	U+581C	련	
堜	U+581C	연	
堝	U+581D	과	ㄱ
堞	U+581E	첩	ㅊ
堠	U+5820	후	ㅎ
堡	U+5821	보	ㅂ
堣	U+5823	우	ㅇ
堤	U+5824	제	ㅈ
堥	U+5825	무	ㅁ
堦	U+5826	계	ㄱ
堧	U+5827	연	ㅇ
堪	U+582A	감	ㄱ
堭	U+582D	황	ㅎ
堯	U+582F	요	ㅇ
堰	U+5830	언	ㅇ
報	U+5831	보	ㅂ
堳	U+5833	미	ㅁ
場	U+5834	장	ㅈ
堵	U+5835	도	ㄷ
堹	U+5839	종	ㅈ
堺	U+583A	계	ㄱ
塉	U+5849	척	ㅊ
塊	U+584A	괴	ㄱ
塋	U+584B	영	ㅇ
塌	U+584C	탑	ㅌ
塍	U+584D	승	ㅅ
塏	U+584F	개	ㄱ
塐	U+5850	소	ㅅ
塑	U+5851	소	ㅅ
塒	U+5852	시	ㅅ
塔	U+5854	탑	ㅌ
塗	U+5857	도	ㄷ
塘	U+5858	당	ㄷ
塚	U+585A	총	ㅊ
塝	U+585D	방	ㅂ
塞	U+585E	새	ㅅ
塞	U+585E	색	ㅅ
塡	U+5861	전	ㅈ
塡	U+5861	진	ㅈ
塢	U+5862	오	ㅇ
塤	U+5864	훈	ㅎ
塵	U+5875	진	ㅈ
塹	U+5879	참	ㅊ
塼	U+587C	전	ㅈ
塽	U+587D	상	ㅅ
塾	U+587E	숙	ㅅ
墀	U+5880	지	ㅈ
墁	U+5881	만	ㅁ
境	U+5883	경	ㄱ
墅	U+5885	서	ㅅ
墆	U+5886	절	
墆	U+5886	체	
墇	U+5887	장	ㅈ
墉	U+5889	용	ㅇ
墊	U+588A	점	ㅈ
墌	U+588C	척	ㅊ
墍	U+588D	기	ㄱ
墐	U+5890	근	ㄱ
墒	U+5892	상	ㅅ
墓	U+5893	묘	ㅁ
墜	U+589C	추	ㅊ
墝	U+589D	요	ㅇ
增	U+589E	증	ㅈ
墟	U+589F	허	ㅎ
墠	U+58A0	선	ㅅ
墡	U+58A1	선	ㅅ
墣	U+58A3	복	ㅂ
墨	U+58A8	묵	ㅁ
墩	U+58A9	돈	ㄷ
墫	U+58AB	준	ㅈ
墮	U+58AE	타	ㅌ
墰	U+58B0	담	ㄷ
墱	U+58B1	등	ㄷ
墳	U+58B3	분	ㅂ
墺	U+58BA	오	ㅇ
墻	U+58BB	장	ㅈ
墾	U+58BE	간	ㄱ
壁	U+58C1	벽	ㅂ
壃	U+58C3	강	ㄱ
壅	U+58C5	옹	ㅇ
壆	U+58C6	학	ㅎ
壇	U+58C7	단	ㄷ
壎	U+58CE	훈	ㅎ
壑	U+58D1	학	ㅎ
壓	U+58D3	압	ㅇ
壔	U+58D4	도	ㄷ
壕	U+58D5	호	ㅎ
壖	U+58D6	연	ㅇ
壘	U+58D8	누	ㄴ
壘	U+58D8	루	ㄹ
壙	U+58D9	광	ㄱ
壚	U+58DA	노	ㄴ
壚	U+58DA	로	ㄹ
壜	U+58DC	담	ㄷ
壝	U+58DD	유	ㅇ
壞	U+58DE	괴	ㄱ
壟	U+58DF	농	ㄴ
壟	U+58DF	롱	ㄹ
壡	U+58E1	예	ㅇ
壤	U+58E4	양	ㅇ
壩	U+58E9	파	
壩	U+58E9	패	
士	U+58EB	사	ㅅ
壬	U+58EC	임	ㅇ
壮	U+58EE	장	ㅈ
壯	U+58EF	장	ㅈ
壹	U+58F9	일	ㅇ
